Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/product-reviews/L9ECAV7KIM,HTTPError('503 Server Error: Service Unavailable for url: /api/product-reviews/L9ECAV7KIM'),1,2026-07-24T04:32:55Z,2026-07-24T04:32:55Z
GET,/api/products/9SIQT8TOJO,HTTPError('503 Server Error: Service Unavailable for url: /api/products/9SIQT8TOJO'),3,2026-07-24T04:28:52Z,2026-07-24T04:51:06Z
GET,/,HTTPError('503 Server Error: Service Unavailable for url: /'),18,2026-07-24T04:23:49Z,2026-07-24T04:57:57Z
GET,/api/product-reviews/9SIQT8TOJO,HTTPError('503 Server Error: Service Unavailable for url: /api/product-reviews/9SIQT8TOJO'),1,2026-07-24T04:46:08Z,2026-07-24T04:46:08Z
GET,/api/data/,HTTPError('503 Server Error: Service Unavailable for url: /api/data/'),2,2026-07-24T04:17:59Z,2026-07-24T04:47:05Z
GET,/api/products/L9ECAV7KIM,HTTPError('503 Server Error: Service Unavailable for url: /api/products/L9ECAV7KIM'),4,2026-07-24T04:36:52Z,2026-07-24T04:56:06Z
POST,/api/product-ask-ai-assistant/L9ECAV7KIM,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/L9ECAV7KIM'),3,2026-07-24T04:25:00Z,2026-07-24T04:46:58Z
GET,/api/recommendations?productIds=2ZYFJ3GM2N,HTTPError('503 Server Error: Service Unavailable for url: /api/recommendations?productIds=2ZYFJ3GM2N'),1,2026-07-24T04:43:24Z,2026-07-24T04:43:24Z
GET,/api/data/?contextKeys=accessories,HTTPError('503 Server Error: Service Unavailable for url: /api/data/?contextKeys=accessories'),1,2026-07-24T04:51:31Z,2026-07-24T04:51:31Z
GET,/api/products/2ZYFJ3GM2N,HTTPError('503 Server Error: Service Unavailable for url: /api/products/2ZYFJ3GM2N'),6,2026-07-24T04:27:21Z,2026-07-24T04:52:08Z
GET,/api/products/6E92ZMYYFZ,HTTPError('503 Server Error: Service Unavailable for url: /api/products/6E92ZMYYFZ'),4,2026-07-24T04:18:01Z,2026-07-24T04:46:29Z
GET,/api/products/0PUK6V6EV0,HTTPError('503 Server Error: Service Unavailable for url: /api/products/0PUK6V6EV0'),3,2026-07-24T04:20:59Z,2026-07-24T04:53:42Z
GET,/api/data/?contextKeys=binoculars,HTTPError('503 Server Error: Service Unavailable for url: /api/data/?contextKeys=binoculars'),3,2026-07-24T04:25:00Z,2026-07-24T04:56:01Z
GET,/api/products?currencyCode=USD,HTTPError('503 Server Error: Service Unavailable for url: /api/products?currencyCode=USD'),11,2026-07-24T04:17:21Z,2026-07-24T04:55:39Z
GET,/api/cart,HTTPError('503 Server Error: Service Unavailable for url: /api/cart'),15,2026-07-24T04:16:53Z,2026-07-24T04:57:29Z
GET,/api/product-reviews/OLJCESPC7Z,HTTPError('503 Server Error: Service Unavailable for url: /api/product-reviews/OLJCESPC7Z'),1,2026-07-24T04:45:59Z,2026-07-24T04:45:59Z
POST,/api/checkout,HTTPError('503 Server Error: Service Unavailable for url: /api/checkout'),15,2026-07-24T04:16:58Z,2026-07-24T04:57:26Z
POST,/api/product-ask-ai-assistant/OLJCESPC7Z,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/OLJCESPC7Z'),2,2026-07-24T04:41:23Z,2026-07-24T04:45:45Z
POST,/api/product-ask-ai-assistant/LS4PSXUNUM,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/LS4PSXUNUM'),1,2026-07-24T04:46:56Z,2026-07-24T04:46:56Z
GET,/api/products/1YMWWN1N4O,HTTPError('503 Server Error: Service Unavailable for url: /api/products/1YMWWN1N4O'),4,2026-07-24T04:25:00Z,2026-07-24T04:57:19Z
POST,/api/checkout,HTTPError('500 Server Error: Internal Server Error for url: /api/checkout'),30,2026-07-24T04:16:58Z,2026-07-24T04:58:22Z
