Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/products/HQTGWGPNH4,HTTPError('503 Server Error: Service Unavailable for url: /api/products/HQTGWGPNH4'),2,2026-07-15T11:12:02Z,2026-07-15T11:15:28Z
GET,/api/products/OLJCESPC7Z,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/OLJCESPC7Z'),28,2026-07-15T11:08:39Z,2026-07-15T11:11:59Z
GET,/api/product-reviews/66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/66VCHSJNUP'),9,2026-07-15T11:08:49Z,2026-07-15T11:10:21Z
GET,/api/data/?contextKeys=telescopes,HTTPError('500 Server Error: Internal Server Error for url: /api/data/?contextKeys=telescopes'),1,2026-07-15T10:56:21Z,2026-07-15T10:56:21Z
GET,/api/products/2ZYFJ3GM2N,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/2ZYFJ3GM2N'),11,2026-07-15T11:10:06Z,2026-07-15T11:11:55Z
POST,/api/product-ask-ai-assistant/1YMWWN1N4O,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/1YMWWN1N4O'),5,2026-07-15T11:09:08Z,2026-07-15T11:10:03Z
GET,/api/products/OLJCESPC7Z,RemoteDisconnected('Remote end closed connection without response'),6,2026-07-15T11:08:51Z,2026-07-15T11:08:52Z
GET,/api/recommendations?productIds=0PUK6V6EV0,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=0PUK6V6EV0'),12,2026-07-15T11:09:10Z,2026-07-15T11:11:09Z
GET,/api/recommendations?productIds=1YMWWN1N4O,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=1YMWWN1N4O'),10,2026-07-15T11:09:00Z,2026-07-15T11:10:11Z
GET,/api/recommendations?productIds=OLJCESPC7Z,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=OLJCESPC7Z'),16,2026-07-15T11:09:20Z,2026-07-15T11:10:54Z
GET,/api/products/0PUK6V6EV0,RemoteDisconnected('Remote end closed connection without response'),1,2026-07-15T11:08:51Z,2026-07-15T11:08:51Z
GET,/api/recommendations?productIds=66VCHSJNUP,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=66VCHSJNUP'),18,2026-07-15T11:09:10Z,2026-07-15T11:10:54Z
GET,/api/recommendations?productIds=LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=LS4PSXUNUM'),17,2026-07-15T11:08:50Z,2026-07-15T11:10:37Z
GET,/api/products/HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/products/HQTGWGPNH4'),1,2026-07-15T11:09:45Z,2026-07-15T11:09:45Z
POST,/api/cart,HTTPError('500 Server Error: Internal Server Error for url: /api/cart'),19,2026-07-15T11:08:20Z,2026-07-15T11:08:44Z
GET,/api/products/66VCHSJNUP,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/66VCHSJNUP'),15,2026-07-15T11:10:00Z,2026-07-15T11:11:57Z
GET,/api/data?contextKeys=books,RemoteDisconnected('Remote end closed connection without response'),1,2026-07-15T11:08:52Z,2026-07-15T11:08:52Z
GET,/api/cart,HTTPError('500 Server Error: Internal Server Error for url: /api/cart'),22,2026-07-15T11:08:22Z,2026-07-15T11:08:44Z
POST,/api/cart,HTTPError('504 Server Error: Gateway Timeout for url: /api/cart'),236,2026-07-15T11:08:35Z,2026-07-15T11:10:10Z
POST,/api/product-ask-ai-assistant/1YMWWN1N4O,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/1YMWWN1N4O'),1,2026-07-15T11:12:01Z,2026-07-15T11:12:01Z
GET,/api/data/?contextKeys=travel,HTTPError('500 Server Error: Internal Server Error for url: /api/data/?contextKeys=travel'),1,2026-07-15T10:56:34Z,2026-07-15T10:56:34Z
GET,/api/products/66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/products/66VCHSJNUP'),3,2026-07-15T11:08:19Z,2026-07-15T11:09:45Z
POST,/api/product-ask-ai-assistant/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/2ZYFJ3GM2N'),3,2026-07-15T11:09:05Z,2026-07-15T11:09:49Z
GET,/api/recommendations?productIds=L9ECAV7KIM,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=L9ECAV7KIM'),18,2026-07-15T11:08:38Z,2026-07-15T11:11:55Z
GET,/api/products/LS4PSXUNUM,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/LS4PSXUNUM'),19,2026-07-15T11:10:02Z,2026-07-15T11:11:55Z
GET,/api/recommendations?productIds=9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=9SIQT8TOJO'),11,2026-07-15T11:08:50Z,2026-07-15T11:11:05Z
GET,/api/products/9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/products/9SIQT8TOJO'),2,2026-07-15T11:08:19Z,2026-07-15T11:08:19Z
GET,/api/recommendations?productIds=1YMWWN1N4O,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=1YMWWN1N4O'),12,2026-07-15T11:09:20Z,2026-07-15T11:10:49Z
GET,/api/product-reviews/HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/HQTGWGPNH4'),8,2026-07-15T11:09:24Z,2026-07-15T11:10:03Z
POST,/api/cart,RemoteDisconnected('Remote end closed connection without response'),18,2026-07-15T11:08:51Z,2026-07-15T11:08:52Z
GET,/api/data/?contextKeys=binoculars,HTTPError('500 Server Error: Internal Server Error for url: /api/data/?contextKeys=binoculars'),4,2026-07-15T10:55:40Z,2026-07-15T10:57:02Z
GET,/api/recommendations?productIds=OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=OLJCESPC7Z'),8,2026-07-15T11:08:56Z,2026-07-15T11:11:05Z
GET,/api/recommendations?productIds=1YMWWN1N4O,RemoteDisconnected('Remote end closed connection without response'),1,2026-07-15T11:08:51Z,2026-07-15T11:08:51Z
POST,/api/product-ask-ai-assistant/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/LS4PSXUNUM'),8,2026-07-15T11:08:59Z,2026-07-15T11:09:54Z
GET,/,HTTPError('503 Server Error: Service Unavailable for url: /'),1,2026-07-15T11:13:53Z,2026-07-15T11:13:53Z
GET,/api/products/9SIQT8TOJO,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/9SIQT8TOJO'),17,2026-07-15T11:10:00Z,2026-07-15T11:11:55Z
GET,/api/cart,HTTPError('504 Server Error: Gateway Timeout for url: /api/cart'),113,2026-07-15T11:08:38Z,2026-07-15T11:10:09Z
GET,/api/recommendations?productIds=66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=66VCHSJNUP'),2,2026-07-15T11:09:13Z,2026-07-15T11:09:42Z
GET,/api/product-reviews/0PUK6V6EV0,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/0PUK6V6EV0'),11,2026-07-15T11:08:55Z,2026-07-15T11:10:23Z
GET,/api/products/L9ECAV7KIM,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/L9ECAV7KIM'),14,2026-07-15T11:10:01Z,2026-07-15T11:11:57Z
GET,/api/data/?contextKeys=assembly,HTTPError('500 Server Error: Internal Server Error for url: /api/data/?contextKeys=assembly'),3,2026-07-15T10:55:38Z,2026-07-15T10:56:22Z
POST,/api/product-ask-ai-assistant/66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/66VCHSJNUP'),4,2026-07-15T11:09:18Z,2026-07-15T11:09:54Z
GET,/api/cart,RemoteDisconnected('Remote end closed connection without response'),8,2026-07-15T11:08:51Z,2026-07-15T11:08:52Z
GET,/api/data/?contextKeys=accessories,HTTPError('500 Server Error: Internal Server Error for url: /api/data/?contextKeys=accessories'),3,2026-07-15T10:56:07Z,2026-07-15T10:56:55Z
GET,/api/recommendations?productIds=LS4PSXUNUM,RemoteDisconnected('Remote end closed connection without response'),1,2026-07-15T11:08:52Z,2026-07-15T11:08:52Z
GET,/api/products/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/products/2ZYFJ3GM2N'),2,2026-07-15T11:08:19Z,2026-07-15T11:09:45Z
POST,/api/product-ask-ai-assistant/OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/OLJCESPC7Z'),4,2026-07-15T11:08:58Z,2026-07-15T11:09:53Z
GET,/api/products/L9ECAV7KIM,HTTPError('500 Server Error: Internal Server Error for url: /api/products/L9ECAV7KIM'),2,2026-07-15T11:08:19Z,2026-07-15T11:09:45Z
GET,/api/products/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/products/LS4PSXUNUM'),1,2026-07-15T11:12:02Z,2026-07-15T11:12:02Z
GET,/api/recommendations?productIds=2ZYFJ3GM2N,RemoteDisconnected('Remote end closed connection without response'),1,2026-07-15T11:08:51Z,2026-07-15T11:08:51Z
GET,/api/products/1YMWWN1N4O,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/1YMWWN1N4O'),15,2026-07-15T11:10:01Z,2026-07-15T11:11:55Z
POST,/api/checkout,HTTPError('504 Server Error: Gateway Timeout for url: /api/checkout'),110,2026-07-15T10:55:47Z,2026-07-15T11:17:04Z
GET,/api/recommendations?productIds=HQTGWGPNH4,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=HQTGWGPNH4'),23,2026-07-15T11:08:45Z,2026-07-15T11:11:42Z
GET,/api/recommendations?productIds=OLJCESPC7Z,RemoteDisconnected('Remote end closed connection without response'),1,2026-07-15T11:08:51Z,2026-07-15T11:08:51Z
GET,/api/recommendations?productIds=1YMWWN1N4O,HTTPError('503 Server Error: Service Unavailable for url: /api/recommendations?productIds=1YMWWN1N4O'),1,2026-07-15T11:15:28Z,2026-07-15T11:15:28Z
GET,/api/data/?contextKeys=books,HTTPError('500 Server Error: Internal Server Error for url: /api/data/?contextKeys=books'),2,2026-07-15T10:56:21Z,2026-07-15T10:56:43Z
GET,/api/products/6E92ZMYYFZ,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/6E92ZMYYFZ'),6,2026-07-15T11:10:07Z,2026-07-15T11:11:55Z
GET,/api/product-reviews/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/2ZYFJ3GM2N'),4,2026-07-15T11:08:52Z,2026-07-15T11:10:05Z
GET,/api/cart,HTTPError('503 Server Error: Service Unavailable for url: /api/cart'),5,2026-07-15T11:12:01Z,2026-07-15T11:18:15Z
GET,/api/products/OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/products/OLJCESPC7Z'),3,2026-07-15T11:08:19Z,2026-07-15T11:09:45Z
POST,/api/product-ask-ai-assistant/HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/HQTGWGPNH4'),8,2026-07-15T11:09:16Z,2026-07-15T11:10:06Z
GET,/api/products/0PUK6V6EV0,HTTPError('504 Server Error: Gateway Timeout for url: /api/products/0PUK6V6EV0'),16,2026-07-15T11:10:00Z,2026-07-15T11:11:55Z
GET,/api/recommendations?productIds=6E92ZMYYFZ,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=6E92ZMYYFZ'),16,2026-07-15T11:08:39Z,2026-07-15T11:10:46Z
GET,/api/product-reviews/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/LS4PSXUNUM'),8,2026-07-15T11:08:58Z,2026-07-15T11:09:58Z
GET,/api/recommendations?productIds=2ZYFJ3GM2N,HTTPError('504 Server Error: Gateway Timeout for url: /api/recommendations?productIds=2ZYFJ3GM2N'),10,2026-07-15T11:09:20Z,2026-07-15T11:10:51Z
POST,/api/product-ask-ai-assistant/9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/9SIQT8TOJO'),3,2026-07-15T11:08:52Z,2026-07-15T11:10:01Z
POST,/api/checkout,HTTPError('503 Server Error: Service Unavailable for url: /api/checkout'),1,2026-07-15T11:13:53Z,2026-07-15T11:13:53Z
GET,/api/recommendations?productIds=HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=HQTGWGPNH4'),4,2026-07-15T11:08:50Z,2026-07-15T11:09:53Z
GET,/api/recommendations?productIds=L9ECAV7KIM,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=L9ECAV7KIM'),4,2026-07-15T11:09:18Z,2026-07-15T11:11:04Z
GET,/api/products/1YMWWN1N4O,HTTPError('503 Server Error: Service Unavailable for url: /api/products/1YMWWN1N4O'),1,2026-07-15T11:12:01Z,2026-07-15T11:12:01Z
GET,/api/data,RemoteDisconnected('Remote end closed connection without response'),3,2026-07-15T11:08:51Z,2026-07-15T11:08:51Z
POST,/api/checkout,HTTPError('500 Server Error: Internal Server Error for url: /api/checkout'),80,2026-07-15T11:08:19Z,2026-07-15T11:10:09Z
