Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/recommendations?productIds=L9ECAV7KIM,HTTPError('503 Server Error: Service Unavailable for url: /api/recommendations?productIds=L9ECAV7KIM'),1,2026-07-24T02:56:07Z,2026-07-24T02:56:07Z
GET,/api/product-reviews/L9ECAV7KIM,HTTPError('503 Server Error: Service Unavailable for url: /api/product-reviews/L9ECAV7KIM'),1,2026-07-24T02:32:34Z,2026-07-24T02:32:34Z
POST,/api/product-ask-ai-assistant/1YMWWN1N4O,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/1YMWWN1N4O'),1,2026-07-24T03:00:34Z,2026-07-24T03:00:34Z
POST,/api/product-ask-ai-assistant/9SIQT8TOJO,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/9SIQT8TOJO'),4,2026-07-24T02:35:24Z,2026-07-24T02:56:56Z
POST,/api/product-ask-ai-assistant/6E92ZMYYFZ,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/6E92ZMYYFZ'),3,2026-07-24T02:32:58Z,2026-07-24T02:56:07Z
GET,/api/products/9SIQT8TOJO,HTTPError('503 Server Error: Service Unavailable for url: /api/products/9SIQT8TOJO'),7,2026-07-24T02:34:23Z,2026-07-24T03:00:34Z
GET,/,HTTPError('503 Server Error: Service Unavailable for url: /'),16,2026-07-24T02:21:08Z,2026-07-24T03:07:29Z
GET,/api/recommendations?productIds=HQTGWGPNH4,HTTPError('503 Server Error: Service Unavailable for url: /api/recommendations?productIds=HQTGWGPNH4'),2,2026-07-24T02:53:03Z,2026-07-24T02:55:41Z
GET,/api/product-reviews/9SIQT8TOJO,HTTPError('503 Server Error: Service Unavailable for url: /api/product-reviews/9SIQT8TOJO'),1,2026-07-24T03:07:59Z,2026-07-24T03:07:59Z
GET,/api/data/,HTTPError('503 Server Error: Service Unavailable for url: /api/data/'),3,2026-07-24T02:28:43Z,2026-07-24T02:54:43Z
GET,/api/products/L9ECAV7KIM,HTTPError('503 Server Error: Service Unavailable for url: /api/products/L9ECAV7KIM'),9,2026-07-24T02:30:50Z,2026-07-24T03:03:17Z
GET,/api/product-reviews/2ZYFJ3GM2N,HTTPError('503 Server Error: Service Unavailable for url: /api/product-reviews/2ZYFJ3GM2N'),2,2026-07-24T02:47:22Z,2026-07-24T03:08:51Z
POST,/api/product-ask-ai-assistant/L9ECAV7KIM,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/L9ECAV7KIM'),1,2026-07-24T02:34:34Z,2026-07-24T02:34:34Z
POST,/api/product-ask-ai-assistant/2ZYFJ3GM2N,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/2ZYFJ3GM2N'),1,2026-07-24T03:01:36Z,2026-07-24T03:01:36Z
GET,/api/recommendations?productIds=2ZYFJ3GM2N,HTTPError('503 Server Error: Service Unavailable for url: /api/recommendations?productIds=2ZYFJ3GM2N'),1,2026-07-24T02:45:43Z,2026-07-24T02:45:43Z
GET,/api/data/?contextKeys=accessories,HTTPError('503 Server Error: Service Unavailable for url: /api/data/?contextKeys=accessories'),1,2026-07-24T02:45:28Z,2026-07-24T02:45:28Z
GET,/api/products/2ZYFJ3GM2N,HTTPError('503 Server Error: Service Unavailable for url: /api/products/2ZYFJ3GM2N'),11,2026-07-24T02:35:13Z,2026-07-24T03:06:23Z
GET,/api/recommendations?productIds=1YMWWN1N4O,HTTPError('503 Server Error: Service Unavailable for url: /api/recommendations?productIds=1YMWWN1N4O'),2,2026-07-24T02:34:34Z,2026-07-24T03:07:47Z
GET,/api/products/6E92ZMYYFZ,HTTPError('503 Server Error: Service Unavailable for url: /api/products/6E92ZMYYFZ'),4,2026-07-24T02:31:20Z,2026-07-24T03:07:59Z
GET,/api/products/0PUK6V6EV0,HTTPError('503 Server Error: Service Unavailable for url: /api/products/0PUK6V6EV0'),6,2026-07-24T02:32:41Z,2026-07-24T03:04:24Z
GET,/api/data/?contextKeys=binoculars,HTTPError('503 Server Error: Service Unavailable for url: /api/data/?contextKeys=binoculars'),2,2026-07-24T02:53:37Z,2026-07-24T02:59:13Z
GET,/api/products?currencyCode=USD,HTTPError('503 Server Error: Service Unavailable for url: /api/products?currencyCode=USD'),11,2026-07-24T02:27:24Z,2026-07-24T03:00:13Z
GET,/api/cart,HTTPError('503 Server Error: Service Unavailable for url: /api/cart'),22,2026-07-24T02:21:19Z,2026-07-24T03:07:12Z
POST,/api/checkout,HTTPError('503 Server Error: Service Unavailable for url: /api/checkout'),2,2026-07-24T02:59:05Z,2026-07-24T02:59:05Z
POST,/api/product-ask-ai-assistant/OLJCESPC7Z,HTTPError('503 Server Error: Service Unavailable for url: /api/product-ask-ai-assistant/OLJCESPC7Z'),1,2026-07-24T02:51:58Z,2026-07-24T02:51:58Z
GET,/api/products/1YMWWN1N4O,HTTPError('503 Server Error: Service Unavailable for url: /api/products/1YMWWN1N4O'),8,2026-07-24T02:28:33Z,2026-07-24T02:56:47Z
GET,/api/recommendations?productIds=LS4PSXUNUM,HTTPError('503 Server Error: Service Unavailable for url: /api/recommendations?productIds=LS4PSXUNUM'),2,2026-07-24T02:48:02Z,2026-07-24T02:57:21Z
POST,/api/checkout,HTTPError('500 Server Error: Internal Server Error for url: /api/checkout'),86,2026-07-24T02:31:09Z,2026-07-24T03:09:09Z
